title,date,link,category
"jadwal pemadaman listrik 8 mei 2025: cek wilayah terdampak di palu, yogyakarta, jateng, dan sulut",08/05/2025,https://www.tribunnews.com/regional/2025/05/08/jadwal-pemadaman-listrik-8-mei-2025-cek-wilayah-terdampak-di-palu-yogyakarta-jateng-dan-sulut,Lainnya
"sambut paus baru, penjahit vatikan siapkan jubah khusus untuk pengganti fransiskus",08/05/2025,https://www.tribunnews.com/internasional/2025/05/08/sambut-paus-baru-penjahit-vatikan-siapkan-jubah-khusus-untuk-pengganti-fransiskus,Lainnya
"jahe merah dan gaun pengantin, kolaborasi tak biasa di panggung mode paris",08/05/2025,https://www.tribunnews.com/lifestyle/2025/05/08/jahe-merah-dan-gaun-pengantin-kolaborasi-tak-biasa-di-panggung-mode-paris,Lainnya
"prabowo dukung pengesahan ruu perampasan aset, dpr persilakan pemerintah ajukan surpres baru",08/05/2025,https://www.tribunnews.com/nasional/2025/05/08/prabowo-dukung-pengesahan-ruu-perampasan-aset-dpr-persilakan-pemerintah-ajukan-surpres-baru,Politik
"dpr ri jadi tuan rumah konferensi parlemen negara oki, bakal suarakan kemerdekaan palestina",08/05/2025,https://www.tribunnews.com/nasional/2025/05/08/dpr-ri-jadi-tuan-rumah-konferensi-parlemen-negara-oki-bakal-suarakan-kemerdekaan-palestina,Politik
"sosok intan nurul, wabup tangerang ingin tiru dedi mulyadi kirim anak nakal ke barak untuk efek jera",08/05/2025,https://www.tribunnews.com/regional/2025/05/08/sosok-intan-nurul-wabup-tangerang-ingin-tiru-dedi-mulyadi-kirim-anak-nakal-ke-barak-untuk-efek-jera,Lainnya
"komentar arteta setelah arsenal gagal lolos final liga champions, sebut kiper psg gada ada obat",08/05/2025,https://www.tribunnews.com/superskor/2025/05/08/komentar-arteta-setelah-arsenal-gagal-lolos-final-liga-champions-sebut-kiper-psg-gada-ada-obat,Olahraga
alasan roy suryo persoalkan ijazah jokowi meski tak lagi jadi presiden,08/05/2025,https://www.tribunnews.com/nasional/2025/05/08/alasan-roy-suryo-persoalkan-ijazah-jokowi-meski-tak-lagi-jadi-presiden,Politik
"desain gedung legislatif-yudikatif di ikn telah rampung, hanya tunggu restu prabowo",08/05/2025,https://www.tribunnews.com/bisnis/2025/05/08/desain-gedung-legislatif-yudikatif-di-ikn-telah-rampung-hanya-tunggu-restu-prabowo,Lainnya
ylbhi: militerisme di indonesia sudah terlihat di era jokowi terang-terangan di kepemimpinan prabowo,08/05/2025,https://www.tribunnews.com/nasional/2025/05/08/ylbhi-militerisme-di-indonesia-sudah-terlihat-di-era-jokowi-terang-terangan-di-kepemimpinan-prabowo,Militer
"sosok fuji di mata ayah verrell bramasta: baik, dia orang yang mandiri",08/05/2025,https://www.tribunnews.com/seleb/2025/05/08/sosok-fuji-di-mata-ayah-verrell-bramasta-baik-dia-orang-yang-mandiri,Lainnya
"purnawirawan tni gulirkan pemakzulan gibran, golkar solid kawal pemerintahan yang sah hingga 2029",08/05/2025,https://www.tribunnews.com/nasional/2025/05/08/purnawirawan-tni-gulirkan-pemakzulan-gibran-golkar-solid-kawal-pemerintahan-yang-sah-hingga-2029,Politik
kementerian pu sebut biaya pembangunan satu sekolah rakyat baru mencapai rp 100 miliar,08/05/2025,https://www.tribunnews.com/bisnis/2025/05/08/kementerian-pu-sebut-biaya-pembangunan-satu-sekolah-rakyat-baru-mencapai-rp-100-miliar,Politik
